0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
Action;Terror Fabulous Featuring Nadine Sutherland;spotify:track:42F0eI7tFI8Xez4iqXObBt;0,62;0,477;6;-12,277;0;0,169;0,187;0;0,0522;0,757;123,876;201747;5;73,90144;9;1;6
Action & Action;The Get Up Kids;spotify:track:3rNRmQETcPHauTPFqS7z3T;0,422;0,92;1;-4,874;0;0,0884;0,000137;0,0172;0,241;0,393;76,196;245840;4;163,09262;4;0;6
Adrenochrome;Sisters of Mercy;spotify:track:5k0fGRvLPypAvcQ4h1nXLl;0,624;0,814;9;-9,07;0;0,0426;0,00016;0,869;0,0626;0,52;160,911;177450;4;53,32418;8;0;6
Advice For The Young At Heart;Tears For Fears;spotify:track:3BjD16l0CBQxUvcRI7vLWN;0,665;0,787;5;-8,393;1;0,0328;0,0736;0,000132;0,143;0,358;122,478;290640;4;32,4051;14;1;6
After the Call;Tangerine Dream;spotify:track:0VJY6Yj43VBfkwxKEDWdez;0,563;0,585;10;-15,352;0;0,0444;0,00251;0,912;0,0795;0,742;144,5;314907;4;42,28513;13;0;6
After The Rain;Nelson;spotify:track:3VWGHiQO7fArciqoKB2DSx;0,461;0,867;3;-5,879;1;0,0684;0,0109;0,000164;0,33;0,611;125,441;245862;4;38,8424;11;1;6
Afternoons & Coffeespoons;Crash Test Dummies;spotify:track:21qfURxhcUJeeKKzB132ze;0,604;0,866;5;-6,742;1;0,0335;0,0151;0,00138;0,357;0,752;122,917;235933;4;28,55207;10;1;6
Ain't Nobody's Business;Dejan's Olympia Brass Band;spotify:track:7uon99ZWt3I6nWVaxkw8m2;0,447;0,325;5;-17,777;0;0,174;0,752;0,000617;0,148;0,431;68,634;415867;4;29,60479;17;0;6
Alamode;Art Blakey & The Jazz Messengers;spotify:track:3Wglt4wIgeXIBp8nDTh7mQ;0,459;0,428;1;-13,654;1;0,038;0,714;0,0155;0,279;0,801;132,199;410867;4;17,18954;17;0;6
Album for the Young. Op. 39 (arr. R. Dubinsky): No. 15. Italian Song (Chanson italienne);Pyotr Ilyich Tchaikovsky;spotify:track:4fKI7bOWTI3ajBiG8EYIVm;0,2;0,0527;2;-28,133;1;0,0436;0,977;0,904;0,133;0,252;68,62;75600;3;41,23525;4;0;6
Album for the Young. Op. 39 (arr. R. Dubinsky): No. 18. Neapolitan Song (Chanson napolitaine);Pyotr Ilyich Tchaikovsky;spotify:track:2a82gVYG5ygFPJV9aPvEQA;0,524;0,124;3;-23,955;1;0,0533;0,935;0,943;0,102;0,478;87,248;70560;4;39,34938;4;0;6
Alice;Sisters of Mercy;spotify:track:37XVpHmFM8P42ghW4Swczc;0,501;0,67;11;-7,683;0;0,0589;0,000509;0,869;0,0928;0,504;146,204;214936;4;28,20807;11;0;6
Aline;João Mineiro & Marciano;spotify:track:2gvrSeHgJaiczOt102ou2U;0,248;0,449;11;-9,502;1;0,0366;0,422;0;0,123;0,39;180,161;181600;3;28,06798;8;0;6
All Along;Blessid Union Of Souls;spotify:track:4BWAfHcuiNeOW2DrtP6RbD;0,537;0,291;1;-9,619;1;0,0266;0,343;0;0,11;0,0643;76,086;234707;4;26,38504;13;1;6
All I'm Missing Is You;Glenn Medeiros Featuring Ray Parker, Jr.;spotify:track:161VLuQ9BzasINJUoX0sNZ;0,742;0,745;5;-9,132;0;0,0296;0,12;0;0,0998;0,844;102,996;259733;4;30,90012;12;1;6
All Lips N' Hips;Electric Boys;spotify:track:0x2lW60JnKE0oLkUP8kq8C;0,561;0,927;7;-9,808;1;0,0586;0,0886;0,0133;0,343;0,11;93,209;264827;4;44,58498;7;1;6
All My Life;K-Ci & JoJo;spotify:track:5GorFaKkP2mLREQvhSblIg;0,629;0,511;1;-8,651;1;0,0326;0,114;3,91E-06;0,0588;0,181;128,038;331240;4;24,89624;12;1;6
All of Us;Abhinanda;spotify:track:12WMi9UxilKXQnkyvDGxeo;0,416;0,697;10;-10,317;0;0,0546;0,000121;0,65;0,0862;0,734;99,734;113067;4;24,10136;6;0;6
All Sons Of Bitches;George Clinton & The P-Funk All Stars;spotify:track:2PBTUAk1eOAodmkIeb59xT;0,817;0,815;6;-6,433;1;0,0377;0,0188;0,00235;0,239;0,852;110,054;284107;4;25,73506;12;0;6
All That Glitters Isn't Gold;The Cover Girls;spotify:track:6HoFcVqhRM3JXfByq0t5go;0,665;0,822;8;-9,869;1;0,0383;0,189;0,00673;0,162;0,795;117,34;350040;4;34,83423;14;1;6
All That She Wants;Ace Of Base;spotify:track:6kWJvPfC4DgUpRsXKNa9z9;0,798;0,625;11;-9,689;1;0,0548;0,00547;7,98E-05;0,103;0,858;93,764;211213;4;29,04853;10;1;6
All The Man That I Need;Whitney Houston;spotify:track:07M76e7IXxYdnC1BBiJxEX;0,496;0,571;5;-9,958;0;0,0335;0,43;0;0,0332;0,25;150,944;251427;4;57,65932;10;1;6
All Through The Night;Tone-Loc;spotify:track:5XlgIjaIwqD5q5dVjdVo9V;0,699;0,577;6;-12,375;1;0,172;0,00243;0,0268;0,0581;0,802;177,213;295067;4;31,77604;15;1;6
All You've Got;RTZ;spotify:track:3WPPoxtp863Y3NdyjuT5Vj;0,684;0,655;9;-10,417;1;0,0335;0,215;0;0,0676;0,682;110,33;244267;4;18,1694;11;1;6
Alma Gêmea;Fábio Jr.;spotify:track:7LZ4votCOvxFLTUz65AjCB;0,456;0,348;11;-14,131;1;0,0314;0,664;0;0,2;0,222;97,837;289667;3;14,77668;8;0;6
Along Came Betty;Art Blakey;spotify:track:541oWN6KqLAPSVKlsk8wHP;0,483;0,49;9;-10,647;1;0,0312;0,784;0,00153;0,116;0,512;135,074;367133;4;71,93953;16;0;6
Alright - Demo;Osker;spotify:track:18t3mlQ0qPky2J1MEByC2i;0,319;0,967;3;-6,067;1;0,122;0,124;0;0,124;0,714;108,664;113827;4;82,77861;3;0;6
Always In My Heart;Tevin Campbell;spotify:track:2CD8UvBi01dwnriCM8TivL;0,713;0,677;6;-6,761;1;0,0253;0,0282;5,99E-05;0,144;0,522;124,152;338732;4;59,83312;13;1;6
Always On My Mind;SWV;spotify:track:4zAxfkmJqsaHqFu1YPMS5a;0,621;0,583;1;-10,127;0;0,0345;0,0116;0;0,115;0,452;137,534;317360;4;59,03463;12;1;6
Amor De Escuela;Luis Miguel;spotify:track:1SKCQnKAuduNb0tOSTpRG9;0,541;0,726;0;-5,582;1;0,0406;0,277;0;0,219;0,763;114,092;194809;3;29,23983;10;0;6
An Eagle In Your Mind;Boards of Canada;spotify:track:03zv0Znm7bA7XzWMZ1lEKO;0,825;0,467;6;-14,055;1;0,0753;0,371;0,845;0,0594;0,249;96,012;385520;4;24,28685;14;0;6
Analogue Rock;Stereolab;spotify:track:5wBY03eJvpy0OqYP6MK5oL;0,324;0,603;8;-8,014;0;0,0361;4,06E-06;0,102;0,1;0,353;140,697;278348;4;29,92023;11;0;6
And Our Feelings;Babyface;spotify:track:27sYHmgfRvHFyQ5vrm5nQp;0,741;0,592;4;-7,819;1;0,0298;0,138;0;0,224;0,27;128,137;342360;4;77,6191;9;1;6
And the Birds Are Singing;Sebastian Lightfoot;spotify:track:71Y0TBv5vNzliOX8dFIJD7;0,158;0,376;2;-15,459;1;0,0347;0,0346;0,712;0,291;0,252;64,993;439800;4;41,63315;25;0;6
Angel;Jon Secada;spotify:track:543d68hZ4dzVePFfdVc0Ki;0,485;0,477;0;-8,948;1;0,0262;0,295;3,35E-05;0,202;0,134;151,704;275040;4;38,21205;15;1;6
Angels From the Realms of Glory;Discovery Singers;spotify:track:5biFDVTSs0GCP67Dz44eep;0,513;0,258;9;-13,636;1;0,0392;0,976;0;0,173;0,495;75,045;136867;4;20,93505;3;0;6
Angels Would Fall;Melissa Etheridge;spotify:track:5vuLPGz5irIX7TAHsFKQcQ;0,472;0,714;7;-7,546;0;0,0248;0,102;2,91E-06;0,0485;0,7;92,874;279573;4;37,51236;11;1;6
Angelus ad pastores - Transc. Denis Arnold/Edited for performance John Eliot Gardiner;Giovanni Gabrieli;spotify:track:2PLNtjT3VLjdOwEgOaK0Qa;0,252;0,158;9;-17,906;0;0,0339;0,995;0,0368;0,0791;0,26;80,878;129267;4;47,73662;5;0;6
Anti-Manifesto;Propagandhi;spotify:track:5pC1EmGL0mLkqZblnEe1hH;0,349;0,969;7;-4,621;1;0,114;0,000793;0,00344;0,117;0,629;114,994;214920;4;29,72272;8;0;6
Anything Is Possible;Debbie Gibson;spotify:track:5igzD9gFG7lwqfNjiKyV0m;0,696;0,861;8;-7,298;0;0,0342;0,253;0;0,287;0,904;110,069;223453;4;33,53568;10;1;6
April Kisses;Eddie Lang;spotify:track:3XrVpk9SxBzkw9zfvYsH7R;0,572;0,233;0;-19,258;0;0,0526;0,935;0,779;0,117;0,711;83,681;188667;4;38,51682;11;0;6
Aqui Llego;Dj Joe;spotify:track:1grkqs0ePeh1EBKMo4wRK0;0,875;0,884;6;-5,141;1;0,219;0,0789;0;0,325;0,741;107,976;189675;4;26,40794;11;0;6
Arcana;Edgard Varèse;spotify:track:1Pgw7E5CIs8aZGJ9pqRBak;0,264;0,365;3;-16,909;0;0,0749;0,694;0,651;0,169;0,0547;140,266;1110240;4;17,87218;47;0;6
Are You That Somebody?;Aaliyah;spotify:track:3FY7setkwqNLtNyS4se0jd;0,848;0,663;9;-7,078;0;0,159;0,124;0,0293;0,0737;0,833;137,953;265667;4;57,2324;10;1;6
Arena Of Concealment;Caliban;spotify:track:7ytyhHGmO2mRJGn8VW5hSc;0,28;0,957;7;-6,707;1;0,0908;6,06E-06;0,712;0,398;0,365;95,099;169680;4;23,47645;7;0;6
Ash Tray Blues;Papa Charlie Jackson;spotify:track:2oods8nOG6bB6ZUFHEumbx;0,85;0,212;7;-16,888;1;0,0948;0,987;0,0298;0,114;0,781;121,146;178730;4;53,3255;8;0;6
At The Atlantis;Bad Brains;spotify:track:5jRP1M1h9cx4O1thbg2HmZ;0,339;0,927;3;-8,474;1;0,093;4,87E-06;0,813;0,353;0,711;135,266;118000;4;49,01178;6;0;6
Atom & His Package - Rock Version;Atom And His Package;spotify:track:4nFHAWXFCLoGZUeb1glVyX;0,337;0,765;0;-7,323;1;0,128;0,000768;0,000108;0,701;0,727;147,041;147387;4;32,27974;6;0;6
Augenblick - Richard Bartz Techno Soul Mix;Sven Väth;spotify:track:5lYH9pIqXOu0mIgOBzYhi7;0,657;0,648;0;-11,238;1;0,0366;0,0214;0,77;0,35;0,311;133,317;326173;4;36,85613;13;0;6
Automatic Lover (Call For Love);Real McCoy;spotify:track:7CEPvXcCMeCSBrMI72ayLm;0,688;0,98;5;-4,862;0;0,034;0,0693;0,462;0,16;0,538;132,992;227933;4;45,0153;11;1;6
B.B.D. (I Thought It Was Me)?;Bell Biv DeVoe;spotify:track:4oRDt0qQeY4XQOQWYOQUmt;0,748;0,799;1;-9,322;1;0,0438;0,00348;1,59E-06;0,103;0,795;105,569;275107;4;20,53487;11;1;6
Baby;Brandy;spotify:track:5DXZEyRABIakjsRJYApURz;0,807;0,651;5;-6,714;0;0,0477;0,0236;6,65E-06;0,174;0,829;91,028;313293;4;32,50135;11;1;6
Baby I'm Yours;Shai;spotify:track:3xSu3S8v206qwhob9N2LGJ;0,705;0,575;2;-9,518;1;0,0381;0,215;2,09E-05;0,12;0,596;143,8;274667;4;77,05561;12;1;6
Baby-Baby-Baby;TLC;spotify:track:1zTuB57LYZa7xu7KUH8kF0;0,679;0,597;11;-8,601;0;0,0439;0,0913;0,000673;0,0487;0,9;184,174;315040;4;20,93007;15;1;6
Babymaker;Pale Saints;spotify:track:1En7mRsz1SzSb6TTTsjVA6;0,332;0,572;0;-13,904;1;0,0329;0,000701;0,732;0,112;0,287;146,809;205907;4;103,25433;8;0;6
Back To The Bullet;Saraya;spotify:track:0vFOxSmQ2DvSlqeicQFGZO;0,406;0,779;1;-8,454;0;0,0337;0,0261;2,71E-06;0,115;0,47;106,018;229840;4;25,29697;11;1;6
Bad Girl;Madonna;spotify:track:2tySjBBWqam7oaBUZ26oNL;0,645;0,484;11;-11,233;0;0,0396;0,0211;3,88E-06;0,0495;0,52;146,897;323333;4;44,29664;12;1;6
Bad Reputation;Freedy Johnston;spotify:track:5aNAOwr2QoRbvyRG7ZVrhf;0,608;0,677;4;-9,951;0;0,0246;0,0058;0,000537;0,266;0,787;114,046;248560;4;42,90858;11;1;6
Ballade;Igor Stravinsky;spotify:track:5ZzJiOMozFewsEN9wsN1DL;0,306;0,0687;7;-21,095;0;0,0468;0,986;0,234;0,0698;0,147;137,235;199440;4;40,67931;8;0;6
Bang And Blame;R.E.M.;spotify:track:4FCn9LuUy6unyPSnXVwLq1;0,694;0,584;7;-9,855;1;0,0404;0,141;0,545;0,112;0,444;120,949;330933;4;103,17266;10;1;6
Bang Bang;David Sanborn;spotify:track:1TUtUzVjXu1zA4U9nNv3Pw;0,716;0,915;10;-8,153;1;0,0343;0,589;0,000871;0,351;0,96;127,074;277432;4;36,1592;8;1;6
Barracudas (General Assembly);Wayne Shorter;spotify:track:4f1PnJJDsLa1AHmvuBtZtW;0,338;0,519;2;-14,728;1;0,0418;0,571;4,03E-05;0,0925;0,386;66,043;667933;4;36,58139;30;0;6
Barrel Of A Gun;Depeche Mode;spotify:track:5COH2h5ncTVFfAUhBM2J7k;0,522;0,949;4;-5,216;1;0,073;0,0221;0,00286;0,0615;0,707;165,872;336293;4;18,89752;14;1;6
Be My Baby Tonight;John Michael Montgomery;spotify:track:2P9Cn8LEt0mK0WD6iCYokP;0,634;0,774;9;-7,651;1;0,0384;0,226;2,16E-05;0,397;0,927;156,828;170533;4;37,1246;6;1;6
Beautiful Life;Ace Of Base;spotify:track:74jTexO94dFGyXGyeu8krd;0,749;0,988;0;-5,266;0;0,0387;0,202;0,00631;0,17;0,749;135,015;221187;4;51,38483;9;1;6
Beautiful Stranger;Madonna;spotify:track:3DlRZM6zKSlAZigHbJQ3cp;0,52;0,756;11;-3,909;1;0,0288;0,122;3,53E-05;0,389;0,286;122,448;260760;4;45,10632;10;1;6
Bébé rock;Jeanne Mas;spotify:track:0n4rHqrodQ15v9tYZhVWLW;0,584;0,337;7;-15,206;0;0,0277;0,738;0,00256;0,0936;0,224;127,966;320573;4;30,85216;17;0;6
Because The Night;10,000 Maniacs;spotify:track:5VzvK7YiwWbRePA2JOzhYq;0,408;0,79;11;-8,138;0;0,103;0,26;0,00027;0,765;0,347;122,624;223373;4;25,14097;8;1;6
Bed Of Roses;Bon Jovi;spotify:track:1zng9uqqXoPkmU05nsAlsw;0,309;0,596;5;-5,599;1;0,0293;0,101;0;0,21;0,161;164,587;394400;3;53,08901;17;1;6
Besa Me Mucho;Limpopo;spotify:track:4ywrxU7nx1ohP6bd4q2gu8;0,517;0,462;4;-8,597;0;0,0331;0,866;0,315;0,161;0,616;122,838;189840;4;27,26668;9;0;6
Better Days;Strung Out;spotify:track:4KIfIaa0Ugup84PGCG8L3L;0,426;0,963;5;-5,355;0;0,0662;0,0028;0;0,164;0,546;111,399;146107;4;19,11929;6;0;6
Better Than You;Lisa Keith;spotify:track:1qDOcORGMV1sThFhunLwjF;0,706;0,933;8;-4,442;1;0,0467;0,0339;0,000323;0,138;0,762;99,451;253667;4;23,3467;11;1;6
Beyond the Realms of Death;Agent Steel;spotify:track:45MGbaQoGrlXsnbmbrJXg2;0,245;0,819;6;-8,1;1;0,0524;0,00541;0,00772;0,423;0,381;91,605;403840;4;32,94822;13;0;6
Big Calm;Morcheeba;spotify:track:2z6WRrNKmMHgiFJnwsdGEi;0,549;0,805;0;-6,779;1;0,0917;0,0506;0,649;0,0762;0,289;150,234;360907;4;43,94957;12;0;6
Bills. Bills. Bills;Destiny's Child;spotify:track:1Oi2zpmL81Q0yScF1zxaC0;0,845;0,576;11;-5,15;0;0,153;0,139;0;0,0764;0,461;127,641;256027;4;51,35445;10;1;6
Bittersweet Me;R.E.M.;spotify:track:7aYzsNdBnwgHtB5QftgYRW;0,417;0,856;4;-5,939;0;0,0443;0,00743;0,00079;0,186;0,441;120,038;245760;4;41,00081;10;1;6
Bizarre Love Triangle;FRENTE!;spotify:track:7sgi66biRYpAXuRZJBDuli;0,738;0,198;1;-10,919;1;0,0625;0,906;0;0,105;0,682;123,158;119813;4;53,20653;5;1;6
Black Cat;Janet Jackson;spotify:track:4tYpYYoOI7WDxbCnPninwE;0,705;0,913;4;-7,253;0;0,0484;0,103;0,00111;0,216;0,665;114,959;290573;4;44,28293;12;1;6
Black Organ;Jackie Mittoo;spotify:track:7LCMli8kAt35cwwZATzR9r;0,836;0,593;1;-9,744;0;0,19;0,335;0,569;0,0482;0,973;145,215;192000;4;49,14418;8;0;6
Black Velvet;Alannah Myles;spotify:track:1KU5EHSz04JhGg3rReGJ0N;0,754;0,366;8;-10,07;1;0,0312;0,273;9,04E-05;0,106;0,469;91,147;287440;4;49,43096;10;1;6
Blame It On The Blues;Sidney Bechet;spotify:track:674ipFex3IwwIeQRgraTQJ;0,696;0,501;5;-9,861;0;0,0828;0,77;0,885;0,156;0,937;98,83;179067;4;55,71328;6;0;6
Blazing Fire;Derrick Morgan;spotify:track:36vwZIzXhoNJL3hdfhoCIG;0,825;0,785;5;-6,342;1;0,0727;0,0546;0;0,199;0,961;114,589;174080;4;33,4578;8;0;6
Blessed Assurance - Old Time Gospel Hymns Version;Craig Duncan;spotify:track:0XlC9DQdznivjcNjgIZFLM;0,523;0,287;9;-13,719;1;0,0333;0,815;0,405;0,138;0,439;146,532;234000;3;48,72576;9;0;6
Blue;LeAnn Rimes;spotify:track:1g5EcKDECPxeI7kgkvcbxm;0,545;0,452;4;-8,604;1;0,0248;0,595;1,29E-06;0,161;0,297;91,294;169547;4;38,50964;9;1;6
Blue Fields;Nobuo Uematsu;spotify:track:07xgdexrFrCURBXZkmfs2G;0,456;0,29;0;-13,232;0;0,0428;0,895;0,94;0,106;0,512;158,908;174133;5;38,86235;7;0;6
Blue Lunar Ska;New York Ska-Jazz Ensemble;spotify:track:18aUlfSsqnHlicKzV0Tqa9;0,615;0,582;11;-9,225;1;0,0295;0,0117;0,896;0,154;0,724;120,044;258667;4;28,40083;10;0;6
Blue Sky Mine;Midnight Oil;spotify:track:6z9ehfxE973fOlKJKNJL2x;0,631;0,852;1;-3,181;1;0,029;0,0601;0,000102;0,144;0,834;132,018;255600;4;29,66725;14;1;6
Blues X Man;The Jon Spencer Blues Explosion;spotify:track:3jdKHCmYhTEpypRotNqFs3;0,633;0,647;9;-3,691;1;0,122;0,281;0,285;0,311;0,63;94,824;213147;4;39,46883;11;0;6
Body and Soul;"""Richard """"Groove"""" Holmes""";spotify:track:2KQp3rQtnuN9eDeIWJo6sr;0,487;0,112;1;-20,653;1;0,0408;0,935;0,691;0,279;0,244;97,312;563160;4;33,33574;21;0;6
Body And Soul;Barry Harris;spotify:track:3nkrx5hB7oH3mqcmT7mdpu;0,315;0,091;10;-22,02;0;0,0483;0,995;0,914;0,122;0,161;81,928;241800;4;28,53627;12;0;6
Body and Soul;Rick Braun;spotify:track:7c3ZDUu5L5wJj1gunlWY7f;0,69;0,411;10;-10,617;0;0,0432;0,851;0,095;0,136;0,373;77,031;271488;4;69,46005;11;0;6
Boom Boom Boom;The Outhere Brothers;spotify:track:3zg4stPJlbNSBPA8HJzLZA;0,723;0,857;7;-9,989;1;0,241;0,0523;2,66E-05;0,149;0,642;129,87;201893;4;30,67783;10;1;6
Born with a Broken Heart;Kenny Wayne Shepherd;spotify:track:76lRuankApOCvZwYrdKhqE;0,325;0,828;1;-9,636;1;0,0344;4,28E-05;0,0933;0,0858;0,824;111,289;356067;4;28,17179;15;0;6
Both Sides Of The Story;Phil Collins;spotify:track:4cf7GM8kOiqc0KwDn3GxRa;0,524;0,706;8;-6,91;1;0,0427;0,0383;0,000111;0,0737;0,425;127,645;403920;4;68,16121;15;1;6
Breaking Bells - Take Me to the Mardi Gras;Crash Crew;spotify:track:7dB6Up1HBi5PDP7aiLsUMe;0,803;0,711;7;-7,217;1;0,3;0,0157;0,000372;0,0461;0,735;199,283;442240;4;42,90586;19;0;6
Bring The Pain;Method Man;spotify:track:3F3R4uyTMkX9jRCEVVmdz6;0,835;0,456;6;-10,195;0;0,266;0,38;0,00359;0,16;0,224;101,889;189760;4;42,58583;9;1;6
Broken Heart;Spiritualized;spotify:track:2EW4Wu7bZhEyHd8LzJR1DU;0,132;0,302;8;-12,36;0;0,0397;0,583;0,639;0,188;0,0368;144,69;398307;4;31,56984;26;0;6
Brokenhearted;Brandy;spotify:track:6AzzMupvtP4u4B8d5OWVUi;0,329;0,517;6;-7,178;1;0,0353;0,488;0;0,0985;0,408;149,758;286493;4;123,44564;7;1;6
Brooklyn Zoo;Ol' Dirty Bastard;spotify:track:2FWmKZ3kNbVsKGhuNHsltW;0,704;0,701;2;-8,031;1;0,46;0,549;0;0,664;0,618;92,032;217507;4;52,70197;9;1;6
Bug A Boo;Destiny's Child;spotify:track:3iZizHVmWHdaJbvcU65S6x;0,76;0,718;6;-3,087;1;0,147;0,00413;7,63E-06;0,18;0,927;104,42;212440;4;36,33562;13;1;6
Bullet With Butterfly Wings;The Smashing Pumpkins;spotify:track:6GtX0jaNL8IjVQfrDBx81z;0,404;0,72;10;-9,18;0;0,0626;5,59E-05;0,836;0,0466;0,475;121,649;258467;4;49,99463;9;1;6
Bunnies;Pansy Division;spotify:track:5qneRJwocbutMZIoM0FdCV;0,567;0,951;9;-5,982;1;0,0363;0,00104;0;0,23;0,855;100,85;123402;4;33,24526;6;0;6
Butta Love;Next;spotify:track:6fRLVZ4jKzuqyDPlIdbq9q;0,735;0,441;1;-8,412;0;0,0407;0,0972;0;0,0967;0,591;108,015;296400;4;59,51177;13;1;6
Butterfly's Day Out;Mark O'Connor;spotify:track:5I4vGFmdKrwpiKw26VVk0m;0,393;0,0967;7;-21,738;1;0,0387;0,966;0,613;0,0662;0,354;111,92;282893;4;37,93064;14;0;6
Butterfly's Day Out;Mark O'Connor;spotify:track:5XLk9yZZbOalRk7VtdTptk;0,379;0,0567;7;-26,099;1;0,04;0,962;0,444;0,0613;0,297;112,366;282667;4;37,3197;14;0;6
C.R.E.A.M. (Cash Rules Everything Around Me);Wu-Tang Clan;spotify:track:61QU5MPwOReHIAfnY4vh54;0,675;0,659;9;-8,787;0;0,95;0,706;0;0,113;0,172;79,457;158427;1;77,85195;5;1;6
Cabin On The Hill;Lester Flatt;spotify:track:4bE74H48cdweWrLXX5DGpG;0,728;0,3;8;-12,441;1;0,0333;0,829;0;0,0931;0,722;119,144;150000;4;21,10495;8;0;6
Can I Touch You...There?;Michael Bolton;spotify:track:0DTpV2HP75LNhCEkvq1FhV;0,555;0,841;0;-6,704;1;0,351;0,281;0;0,244;0,802;82,871;315893;4;21,82731;15;1;6
Candle In The Wind 1997/Something About The Way You Look Tonight;Elton John;spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da;0,48;0,628;6;-7,643;1;0,0262;0,174;3,28E-05;0,0753;0,541;143,412;240547;4;22,73478;11;1;6
Candlelight;Imogen Heap;spotify:track:1Plpn3qFBcnQpyfOMKYfdD;0,421;0,359;0;-11,508;1;0,0358;0,928;1,98E-05;0,0699;0,228;131,263;277093;4;52,1606;9;0;6
Can't Get Enuff;Winger;spotify:track:1dkVHFWmHSkbVmc5MG6shA;0,638;0,83;11;-8,616;0;0,0289;0,000847;0,00453;0,224;0,861;100,05;226345;4;77,81072;9;1;6
Can't Get You Off My Mind;Lenny Kravitz;spotify:track:7bk6iZ5dsrMySXB0aVFYXO;0,567;0,52;7;-10,247;1;0,0283;0,0147;3,91E-06;0,25;0,393;124,708;274000;4;31,38353;16;1;6
Can't Let Go;Mariah Carey;spotify:track:0ikbcCJIJaY9sKEivAXJ4I;0,477;0,533;10;-11,049;1;0,0408;0,591;0,00685;0,139;0,18;162,368;266560;4;26,49111;12;1;6
Can't Nobody Hold Me Down;Puff Daddy (Featuring Mase);spotify:track:1EM23A621Z0QyTlWKu7T1l;0,928;0,771;3;-5,935;0;0,251;0,102;1,07E-05;0,338;0,679;93,987;231160;4;31,5471;13;1;6
Can't Stop This Thing We Started;Bryan Adams;spotify:track:753VOnELPOptUFMm7H10Vc;0,497;0,93;9;-3,902;1;0,0444;0,0112;0;0,354;0,47;113,086;195933;4;21,81515;10;1;6
Capsized;Samiam;spotify:track:4x7patzyHOgtwhiRJtWs9K;0,372;0,757;11;-7,758;0;0,0642;0,00851;6,55E-05;0,122;0,572;82,386;251960;4;65,31176;9;0;6
Captain Save A Hoe;E-40;spotify:track:4ixD6bSwnSlzuBrd2c80vI;0,8;0,336;7;-19,552;1;0,252;0,0579;0;0,223;0,538;82,996;288298;4;54,28599;12;1;6
Carnival;Natalie Merchant;spotify:track:4QXhRjZacZ1gZUeL7Ukktw;0,601;0,48;6;-11,41;0;0,0732;0,2;0,0955;0,0297;0,802;188,214;361107;4;29,83122;13;1;6
Carol Of The Bells;Steve Morse;spotify:track:6INlQWycZSqmEApYBX8l58;0,544;0,185;0;-23,025;1;0,042;0,957;0,938;0,0681;0,755;160,017;234213;3;60,73291;11;0;6
Chatterbox;New York Dolls;spotify:track:6XxQdKcpWMJmP8tgkqnR9O;0,378;0,762;4;-12,571;1;0,0844;0,426;0,238;0,121;0,372;139,802;145773;4;29,85589;9;0;6
Cheio de Dedos;Guinga;spotify:track:5TtgbW5qEaLSJ8ZOTePEBk;0,553;0,336;7;-15,422;1;0,0394;0,934;0,908;0,111;0,526;105,401;141333;4;41,05606;7;0;6
Chhammak Chhallo (Hip Hop) - Ajay / Soundtrack Version;Kumar Sanu;spotify:track:7pUfaIrMil5GIn2AbLBwci;0,721;0,871;6;-6,638;1;0,057;0,531;1,92E-05;0,281;0,961;102,073;280067;4;64,79503;10;0;6
Chicken An' Dumplings - Live;Art Blakey & The Jazz Messengers;spotify:track:2o3RFI66zFE8cffHn6uvtU;0,525;0,452;7;-12,175;1;0,222;0,755;0,00192;0,868;0,666;90,611;446360;4;42,46058;17;0;6
Children;Robert Miles;spotify:track:4wtR6HB3XekEengMX17cpc;0,604;0,755;0;-10,761;1;0,0337;0,000295;0,812;0,0625;0,388;137,064;243267;4;35,42465;8;1;6
Church Of Your Heart;Roxette;spotify:track:6broBHB7ObAA2BhzLT2nlX;0,581;0,637;7;-6,039;1;0,0273;0,0146;1,15E-05;0,103;0,608;112,437;195987;4;34,71079;10;1;6
Church Street Sobbin' Blues;Eddie Lang;spotify:track:0WnIzeXMjluZYPWC3d6ox9;0,606;0,149;5;-15,582;1;0,0809;0,948;0,836;0,103;0,527;128,121;182867;4;36,74188;9;0;6
Clarinet Marmalade;Muggsy Spanier;spotify:track:0hUJeKsRkzbIY243toePCA;0,56;0,681;1;-8,703;0;0,0716;0,861;0,798;0,13;0,764;117,748;205333;4;36,87489;7;0;6
Clarinet Marmalade - Live;Alton Purnell;spotify:track:5FOXuiLI6knVtgMUjWKj6x;0,565;0,594;5;-13,086;1;0,0646;0,655;0,926;0,675;0,763;114,219;375933;4;80,99693;10;0;6
Cliffs Of Dover - Instrumental;Eric Johnson;spotify:track:5qm0KiVKMXW1kq6VrnIhz5;0,449;0,775;7;-12,029;1;0,0405;0,162;0,149;0,248;0,313;94,907;249768;4;16,52584;14;0;6
Closer To Me;The Outfield;spotify:track:7aoVXo6QZxoDM4fyXJpCDz;0,675;0,61;9;-12,398;1;0,0355;0,152;0,00135;0,124;0,821;120,979;197333;4;32,63712;9;1;6
Coal Mine;InsideOut A Cappella;spotify:track:170eTTZS7yPeqXsDoPYf1f;0,579;0,526;2;-8,964;1;0,281;0,739;0;0,125;0,895;149,336;225093;4;22,02222;15;0;6
